Date,Open,High,Low,Close,Adj Close,Volume,,Periodic Daily Return,Random Value,Next Days Price,Difference,Percent Difference,,
2021-10-05,2680.820068,2744.48999,2680.820068,2720.459961,2720.459961,1620200,,0.017528476,0.010189182,2752.722258,61.74984387,2.295887394,,
2021-10-06,2695,2755,2691,2751.300049,2751.300049,1218200,,0.011272576,0.014617746,2796.284226,-1.422208897,0.051678893,,
2021-10-07,2777.840088,2800.840088,2773.02002,2784.5,2784.5,1255500,,0.011994779,-0.000540492,2787.452274,-11.78422579,0.422314331,,
2021-10-08,2791.540039,2806.620117,2784.350098,2795.709961,2795.709961,1325200,,0.004017761,0.006500874,2818.450152,8.257687421,0.295806823,,
2021-10-11,2785.840088,2814.23999,2777.179932,2778.280029,2778.280029,897700,,-0.006254044,0.003631517,2792.853243,-40.17012262,1.435485411,,
2021-10-12,2789.600098,2790.139893,2715.199951,2728.97998,2728.97998,1816600,,-0.017904136,-0.01417335,2694.882862,-63.87326266,2.313480327,,
2021-10-13,2748.050049,2760,2730.379883,2751.639893,2751.639893,982700,,0.008269153,0.014409477,2796.047235,56.75703108,2.084156576,,
2021-10-14,2789.47998,2826.75,2776.5,2823.02002,2823.02002,1594700,,0.025610182,-0.008404944,2803.875255,26.97278488,0.96004492,,
2021-10-15,2832.290039,2834.360107,2815.100098,2827.360107,2827.360107,1512900,,0.001536211,-0.014516248,2791.076563,23.48485171,0.834092351,,
2021-10-18,2821.530029,2855.919922,2821.389893,2855.560059,2855.560059,1019800,,0.00992454,0.002742827,2867.988753,64.48349573,2.283961234,,
2021-10-19,2867.75,2873.25,2852,2864.73999,2864.73999,1008200,,0.0032096,0.002961207,2877.837033,-3.248762877,0.11334089,,
2021-10-20,2866.76001,2870.919922,2827.530029,2835.379883,2835.379883,1164400,,-0.010301666,-0.003028676,2831.332454,-42.45715039,1.486278257,,
2021-10-21,2835.379883,2843.120117,2810,2837.719971,2837.719971,1314600,,0.000824977,0.02270334,2907.531459,6.38751722,0.22534691,,
2021-10-22,2783,2811.659912,2721.120117,2751.330078,2751.330078,2529400,,-0.030916443,-0.008402069,2732.679346,-156.2013809,5.520593848,,
2021-10-25,2751,2760,2708.47998,2748.939941,2748.939941,1720600,,-0.000869098,-0.005107321,2739.315916,16.26059482,0.593277058,,
2021-10-26,2785.27002,2801.659912,2766.090088,2786.169922,2786.169922,2461800,,0.013452504,0.000208922,2791.214958,46.85400619,1.695923492,,
2021-10-27,2788.100098,2973,2788.100098,2924.350098,2924.350098,4289100,,0.048404402,-0.030602704,2840.754671,133.13514,4.658686892,,
2021-10-28,2942.689941,2943.159912,2892.540039,2916.97998,2916.97998,1810300,,-0.00252344,0.009756872,2950.297117,76.22530914,2.647753457,,
2021-10-29,2901.560059,2964.840088,2892.98999,2960.919922,2960.919922,2166000,,0.014951177,0.010821671,2997.929422,10.62280526,0.359411783,,
2021-11-01,2960.919922,2960.919922,2864.51001,2869.939941,2869.939941,2346200,,-0.031208901,0.014444368,2916.358224,-127.9894814,4.362383464,,
2021-11-02,2891.590088,2932.179932,2886.709961,2908.649902,2908.649902,1674100,,0.013397919,0.015412099,2958.555978,-7.708321658,0.264663035,,
2021-11-03,2918.01001,2933.379883,2891.820068,2931.959961,2931.959961,1374700,,0.007982106,-0.022485815,2871.359168,-26.59601723,0.903011468,,
2021-11-04,2942.48999,2994.669922,2926.159912,2965.350098,2965.350098,1920600,,0.011323974,0.01329211,3009.841426,93.99093009,3.220682265,,
2021-11-05,2983.389893,3006.550049,2963.939941,2977.040039,2977.040039,1915800,,0.003934429,-0.027479491,2900.984678,-32.80138666,1.095775383,,
2021-11-08,2996.5,3012.300049,2968.610107,2980.620117,2980.620117,1152600,,0.00120184,0.012004221,3021.446759,79.63543928,2.707949346,,
2021-11-09,2984.659912,2996.689941,2944.899902,2978.370117,2978.370117,976500,,-0.000755162,0.01821555,3037.977334,-43.07664189,1.435931889,,
2021-11-10,2950,2961.399902,2890.75,2917.870117,2917.870117,1498500,,-0.020522272,0.00883121,2948.466872,-120.1072174,4.033253651,,
2021-11-11,2929.790039,2950.709961,2912.01001,2915.330078,2915.330078,825900,,-0.00087089,-0.018012146,2867.874274,-33.13679428,1.130216294,,
2021-11-12,2932.310059,2977,2908.219971,2973.560059,2973.560059,1116900,,0.01977686,-0.016945024,2928.279551,105.6857851,3.618487482,,
2021-11-15,2978.01001,2990.98999,2951.5,2969.040039,2969.040039,1175400,,-0.001521227,-0.016148564,2926.158,40.76048794,1.382339462,,
2021-11-16,2962.98999,2975.25,2946.25,2957.52002,2957.52002,945200,,-0.003887595,0.000686964,2964.292045,31.36202039,1.066068547,,
2021-11-17,2960.550049,2971.189941,2944.800049,2960.939941,2960.939941,979700,,0.001155679,-0.011417473,2932.013755,-3.352104017,0.11314676,,
2021-11-18,2964.830078,3011.610107,2957.689941,2996.77002,2996.77002,1780400,,0.012028283,0.001254658,3005.337545,64.75626534,2.184470468,,
2021-11-19,2999.51001,3019.330078,2977.97998,2978.530029,2978.530029,1684100,,-0.006105149,0.008005055,3007.27736,-26.80751567,0.895992946,,
2021-11-22,2986.649902,2996.590088,2922.949951,2926.040039,2926.040039,1529700,,-0.017779914,-0.006487635,2911.774049,-81.23732136,2.738344029,,
2021-11-23,2923.060059,2933.199951,2882.300049,2915.639893,2915.639893,1360900,,-0.003560673,-0.001027078,2917.31134,3.865844411,0.132677872,,
2021-11-24,2909.469971,2924.98999,2887.459961,2922.399902,2922.399902,902000,,0.00231585,0.003316026,2936.802403,5.088561874,0.174274435,,
2021-11-26,2886.969971,2891.149902,2836.850098,2843.659912,2843.659912,1523500,,-0.027313239,0.016958318,2896.926723,-93.14249075,3.22266579,,
2021-11-29,2880,2925.949951,2877.870117,2910.610107,2910.610107,1629800,,0.023270794,-0.000689025,2913.26334,13.68338435,0.4712285,,
2021-11-30,2900.169922,2920,2832.030029,2837.949951,2837.949951,2103400,,-0.025280775,-0.006258684,2824.760104,-75.31338879,2.619043495,,
2021-12-01,2880,2919.01001,2818.23999,2821.030029,2821.030029,1701000,,-0.005979867,-0.01880336,2772.914407,-3.730074613,0.132136496,,
2021-12-02,2825,2877.290039,2804.290039,2859.320068,2859.320068,1459700,,0.013481781,0.000950639,2866.622994,86.40566081,3.068255102,,
2021-12-03,2873.620117,2888,2806.02002,2840.030029,2840.030029,2060800,,-0.006769232,0.009904268,2872.891681,-26.59296533,0.931998677,,
2021-12-06,2860.810059,2877.050049,2803,2863.100098,2863.100098,1530900,,0.008090362,0.015009609,2911.052734,-9.791582591,0.341408529,,
2021-12-07,2911.929932,2950.620117,2904.550049,2945.389893,2945.389893,1612000,,0.028336212,-0.024942667,2877.433398,34.3371589,1.172628542,,
2021-12-08,2951.929932,2967.860107,2928.120117,2963.72998,2963.72998,1213500,,0.006207404,-0.002150767,2962.098645,86.29658236,2.954773793,,
2021-12-09,2951.820068,2982,2942.300049,2952.77002,2952.77002,1163500,,-0.003704884,0.01592648,3004.978407,-9.328625366,0.31542967,,
2021-12-10,2974,2979.550049,2934.080078,2960.030029,2960.030029,1222900,,0.002455694,-0.018628181,2910.053352,-44.94837815,1.507068385,,
2021-12-13,2955.629883,2959.399902,2910.350098,2916.530029,2916.530029,1353500,,-0.01480485,-0.012991558,2883.495255,6.476676966,0.222314744,,
2021-12-14,2879.360107,2889.600098,2824.300049,2878.139893,2878.139893,1922300,,-0.013250348,-0.015721093,2837.783544,-5.355361917,0.185897294,,
2021-12-15,2868.179932,2934.419922,2833.560059,2928.820068,2928.820068,1818500,,0.01745542,-0.004586086,2920.087938,91.03652429,3.157370626,,
2021-12-16,2943.409912,2953.540039,2872.139893,2888.899902,2888.899902,1682500,,-0.013723862,-0.011128347,2861.504709,-31.18803643,1.073785564,,
2021-12-17,2850,2876.689941,2826,2834.5,2834.5,2520800,,-0.019010218,0.018692254,2892.60648,-27.00470862,0.948198255,,
2021-12-20,2800,2835.48999,2786.419922,2832.139893,2832.139893,1359600,,-0.000832983,0.016413857,2883.620468,-60.46658719,2.112463444,,
2021-12-21,2841.070068,2877.379883,2810.050049,2869.449951,2869.449951,1437800,,0.013087785,0.007565891,2895.872451,-14.17051699,0.492624493,,
2021-12-22,2861.350098,2930,2861.350098,2928.300049,2928.300049,1316100,,0.02030171,-0.003121007,2923.850005,32.4275984,1.113552128,,
2021-12-23,2930,2964.870117,2929.040039,2938.330078,2938.330078,1319200,,0.003419353,0.002277853,2949.747152,14.48007316,0.494016661,,
2021-12-27,2945.120117,2966.879883,2943.389893,2958.129883,2958.129883,798800,,0.006715853,-0.001874674,2957.318013,8.38273123,0.283781507,,
2021-12-28,2964.719971,2965.97998,2921.090088,2933.73999,2933.73999,910000,,-0.008279216,-0.004669784,2924.748385,-23.57802272,0.800468191,,
2021-12-29,2932.889893,2948.340088,2912.949951,2933.100098,2933.100098,889400,,-0.000218139,-0.003852478,2926.501325,8.351712922,0.285146089,,
2021-12-30,2933.879883,2946,2919.889893,2924.01001,2924.01001,784400,,-0.003103952,0.016877054,2978.539863,-2.491314556,0.085165703,,
2021-12-31,2921,2933.969971,2897.040039,2897.040039,2897.040039,906200,,-0.009266426,0.001185077,2905.120295,-81.49982446,2.774188278,,
2022-01-03,2901.100098,2917.02002,2874.26001,2899.830078,2899.830078,1432300,,0.000962602,-0.002464265,2897.325468,-5.29021696,0.182265708,,
2022-01-04,2907.919922,2929.699951,2874.330078,2887.98999,2887.98999,1420000,,-0.004091387,0.014074134,2933.613887,-9.335478491,0.322730145,,
2022-01-05,2888.399902,2889.98999,2753.76001,2755.5,2755.5,2730900,,-0.046961841,-0.006294952,2742.593883,-178.1138873,6.261568701,,
2022-01-06,2739.969971,2798.800049,2731.169922,2754.949951,2754.949951,1867400,,-0.000199639,-0.012377825,2725.417517,12.35606833,0.449512317,,
2022-01-07,2762.909912,2768.969971,2715.330078,2740.340088,2740.340088,1487700,,-0.005317243,-0.010602073,2715.782546,14.92257095,0.546038519,,
